destination,destination_code,origin,origin_code,Year,value
South-Eastern Asia_d,920,Caribbean,915,2005,204
South-Eastern Asia_d,920,Caribbean,915,2010,223
South-Eastern Asia_d,920,Caribbean,915,2015,143
South-Eastern Asia_d,920,Caribbean,915,2020,145
South-Eastern Asia_d,920,Central America,916,1990,61
South-Eastern Asia_d,920,Central America,916,1995,81
South-Eastern Asia_d,920,Central America,916,2000,410
South-Eastern Asia_d,920,Central America,916,2005,330
South-Eastern Asia_d,920,Central America,916,2010,215
South-Eastern Asia_d,920,Central America,916,2015,218
South-Eastern Asia_d,920,Central America,916,2020,227
South-Eastern Asia_d,920,South America,931,1990,719
South-Eastern Asia_d,920,South America,931,1995,925
South-Eastern Asia_d,920,South America,931,2000,6803
South-Eastern Asia_d,920,South America,931,2005,5548
South-Eastern Asia_d,920,South America,931,2010,1437
South-Eastern Asia_d,920,South America,931,2015,1324
South-Eastern Asia_d,920,South America,931,2020,1389
South-Eastern Asia_d,920,Northern America,905,1990,34679
South-Eastern Asia_d,920,Northern America,905,1995,40182
South-Eastern Asia_d,920,Northern America,905,2000,54181
South-Eastern Asia_d,920,Northern America,905,2005,57602
South-Eastern Asia_d,920,Northern America,905,2010,80260
South-Eastern Asia_d,920,Northern America,905,2015,86015
South-Eastern Asia_d,920,Northern America,905,2020,90225
South-Eastern Asia_d,920,Oceania,909,1990,17799
South-Eastern Asia_d,920,Oceania,909,1995,17905
South-Eastern Asia_d,920,Oceania,909,2000,23218
South-Eastern Asia_d,920,Oceania,909,2005,29397
South-Eastern Asia_d,920,Oceania,909,2010,38642
South-Eastern Asia_d,920,Oceania,909,2015,43249
South-Eastern Asia_d,920,Oceania,909,2020,45076
South-Eastern Asia_d,920,Melanesia,928,1990,9
South-Eastern Asia_d,920,Melanesia,928,1995,12
South-Eastern Asia_d,920,Melanesia,928,2000,373
South-Eastern Asia_d,920,Melanesia,928,2005,301
South-Eastern Asia_d,920,Melanesia,928,2010,59
South-Eastern Asia_d,920,Melanesia,928,2015,60
South-Eastern Asia_d,920,Melanesia,928,2020,62
South-Eastern Asia_d,920,Micronesia,954,1990,61
South-Eastern Asia_d,920,Micronesia,954,1995,82
South-Eastern Asia_d,920,Micronesia,954,2000,2242
South-Eastern Asia_d,920,Micronesia,954,2005,1813
South-Eastern Asia_d,920,Micronesia,954,2010,1026
South-Eastern Asia_d,920,Micronesia,954,2015,1042
South-Eastern Asia_d,920,Micronesia,954,2020,1106
South-Eastern Asia_d,920,Polynesia,957,1990,0
South-Eastern Asia_d,920,Polynesia,957,1995,0
South-Eastern Asia_d,920,Polynesia,957,2000,0
South-Eastern Asia_d,920,Polynesia,957,2005,0
South-Eastern Asia_d,920,Polynesia,957,2010,0
South-Eastern Asia_d,920,Polynesia,957,2015,0
South-Eastern Asia_d,920,Polynesia,957,2020,0
Southern Asia_d,5501,Australia and New Zealand,927,1990,3234
Southern Asia_d,5501,Australia and New Zealand,927,1995,2156
Southern Asia_d,5501,Australia and New Zealand,927,2000,1079
Southern Asia_d,5501,Australia and New Zealand,927,2005,3261
Southern Asia_d,5501,Australia and New Zealand,927,2010,5105
Southern Asia_d,5501,Australia and New Zealand,927,2015,4825
Southern Asia_d,5501,Australia and New Zealand,927,2020,4570
Southern Asia_d,5501,Eastern Africa,910,1990,13783
Southern Asia_d,5501,Eastern Africa,910,1995,9383
Southern Asia_d,5501,Eastern Africa,910,2000,4982
Southern Asia_d,5501,Eastern Africa,910,2005,37834
Southern Asia_d,5501,Eastern Africa,910,2010,62955
Southern Asia_d,5501,Eastern Africa,910,2015,58660
Southern Asia_d,5501,Eastern Africa,910,2020,54863
Southern Asia_d,5501,Middle Africa,911,1990,0
Southern Asia_d,5501,Middle Africa,911,1995,0
Southern Asia_d,5501,Middle Africa,911,2000,0
Southern Asia_d,5501,Middle Africa,911,2005,0
Southern Asia_d,5501,Middle Africa,911,2010,0
Southern Asia_d,5501,Middle Africa,911,2015,0
Southern Asia_d,5501,Middle Africa,911,2020,0
Southern Asia_d,5501,Northern Africa,912,1990,16
Southern Asia_d,5501,Northern Africa,912,1995,43
Southern Asia_d,5501,Northern Africa,912,2000,73
Southern Asia_d,5501,Northern Africa,912,2005,109
Southern Asia_d,5501,Northern Africa,912,2010,200
Southern Asia_d,5501,Northern Africa,912,2015,207
Southern Asia_d,5501,Northern Africa,912,2020,208
Southern Asia_d,5501,Southern Africa,913,1990,3
Southern Asia_d,5501,Southern Africa,913,1995,33
Southern Asia_d,5501,Southern Africa,913,2000,64
Southern Asia_d,5501,Southern Africa,913,2005,127
Southern Asia_d,5501,Southern Africa,913,2010,257
Southern Asia_d,5501,Southern Africa,913,2015,260
Southern Asia_d,5501,Southern Africa,913,2020,262
Southern Asia_d,5501,Western Africa,914,1990,1286
Southern Asia_d,5501,Western Africa,914,1995,1038
Southern Asia_d,5501,Western Africa,914,2000,790
Southern Asia_d,5501,Western Africa,914,2005,930
Southern Asia_d,5501,Western Africa,914,2010,1037
Southern Asia_d,5501,Western Africa,914,2015,966
Southern Asia_d,5501,Western Africa,914,2020,903
Southern Asia_d,5501,Central Asia,5500,1990,44209
Southern Asia_d,5501,Central Asia,5500,1995,40859
Southern Asia_d,5501,Central Asia,5500,2000,38215
Southern Asia_d,5501,Central Asia,5500,2005,34321
Southern Asia_d,5501,Central Asia,5500,2010,28686
Southern Asia_d,5501,Central Asia,5500,2015,18589
Southern Asia_d,5501,Central Asia,5500,2020,7028
Southern Asia_d,5501,Eastern Asia,906,1990,191283
Southern Asia_d,5501,Eastern Asia,906,1995,266472
Southern Asia_d,5501,Eastern Asia,906,2000,250409
Southern Asia_d,5501,Eastern Asia,906,2005,278241
Southern Asia_d,5501,Eastern Asia,906,2010,301516
Southern Asia_d,5501,Eastern Asia,906,2015,314254
Southern Asia_d,5501,Eastern Asia,906,2020,307829
Southern Asia_d,5501,South-Eastern Asia,920,1990,659702
Southern Asia_d,5501,South-Eastern Asia,920,1995,687220
Southern Asia_d,5501,South-Eastern Asia,920,2000,715035
Southern Asia_d,5501,South-Eastern Asia,920,2005,692752
Southern Asia_d,5501,South-Eastern Asia,920,2010,856870
Southern Asia_d,5501,South-Eastern Asia,920,2015,867564
Southern Asia_d,5501,South-Eastern Asia,920,2020,1520414
Southern Asia_d,5501,Southern Asia,5501,1990,17802862
Southern Asia_d,5501,Southern Asia,5501,1995,13705209
Southern Asia_d,5501,Southern Asia,5501,2000,13337621
Southern Asia_d,5501,Southern Asia,5501,2005,11804035
Southern Asia_d,5501,Southern Asia,5501,2010,12185080
Southern Asia_d,5501,Southern Asia,5501,2015,11559506
Southern Asia_d,5501,Southern Asia,5501,2020,10945934
Southern Asia_d,5501,Western Asia,922,1990,327595
Southern Asia_d,5501,Western Asia,922,1995,302825
Southern Asia_d,5501,Western Asia,922,2000,261590
Southern Asia_d,5501,Western Asia,922,2005,215376
Southern Asia_d,5501,Western Asia,922,2010,220986
Southern Asia_d,5501,Western Asia,922,2015,184290
Southern Asia_d,5501,Western Asia,922,2020,163263
Southern Asia_d,5501,Eastern Europe,923,1990,3446
Southern Asia_d,5501,Eastern Europe,923,1995,2565
Southern Asia_d,5501,Eastern Europe,923,2000,1685
Southern Asia_d,5501,Eastern Europe,923,2005,1598
Southern Asia_d,5501,Eastern Europe,923,2010,1580
Southern Asia_d,5501,Eastern Europe,923,2015,1483
Southern Asia_d,5501,Eastern Europe,923,2020,1398
Southern Asia_d,5501,Northern Europe,924,1990,18622
Southern Asia_d,5501,Northern Europe,924,1995,28998
Southern Asia_d,5501,Northern Europe,924,2000,39372
Southern Asia_d,5501,Northern Europe,924,2005,49697
Southern Asia_d,5501,Northern Europe,924,2010,59442
Southern Asia_d,5501,Northern Europe,924,2015,61262
Southern Asia_d,5501,Northern Europe,924,2020,59593
Southern Asia_d,5501,Southern Europe,925,1990,774
Southern Asia_d,5501,Southern Europe,925,1995,1333
Southern Asia_d,5501,Southern Europe,925,2000,1878
Southern Asia_d,5501,Southern Europe,925,2005,3241
Southern Asia_d,5501,Southern Europe,925,2010,5998
Southern Asia_d,5501,Southern Europe,925,2015,5787
Southern Asia_d,5501,Southern Europe,925,2020,5844
Southern Asia_d,5501,Western Europe,926,1990,12089
Southern Asia_d,5501,Western Europe,926,1995,8443
Southern Asia_d,5501,Western Europe,926,2000,4775
Southern Asia_d,5501,Western Europe,926,2005,5447
Southern Asia_d,5501,Western Europe,926,2010,6379
Southern Asia_d,5501,Western Europe,926,2015,6149
Southern Asia_d,5501,Western Europe,926,2020,5913
Southern Asia_d,5501,Latin America and the Caribbean,904,1990,552
Southern Asia_d,5501,Latin America and the Caribbean,904,1995,5390
Southern Asia_d,5501,Latin America and the Caribbean,904,2000,10229
Southern Asia_d,5501,Latin America and the Caribbean,904,2005,12183
Southern Asia_d,5501,Latin America and the Caribbean,904,2010,14121
Southern Asia_d,5501,Latin America and the Caribbean,904,2015,14956
Southern Asia_d,5501,Latin America and the Caribbean,904,2020,14664
Southern Asia_d,5501,Caribbean,915,1990,0
Southern Asia_d,5501,Caribbean,915,1995,3
Southern Asia_d,5501,Caribbean,915,2000,8
Southern Asia_d,5501,Caribbean,915,2005,18
Southern Asia_d,5501,Caribbean,915,2010,38
Southern Asia_d,5501,Caribbean,915,2015,37
Southern Asia_d,5501,Caribbean,915,2020,36
Southern Asia_d,5501,Central America,916,1990,0
Southern Asia_d,5501,Central America,916,1995,0
Southern Asia_d,5501,Central America,916,2000,0
Southern Asia_d,5501,Central America,916,2005,0
Southern Asia_d,5501,Central America,916,2010,0
Southern Asia_d,5501,Central America,916,2015,0
Southern Asia_d,5501,Central America,916,2020,0
Southern Asia_d,5501,South America,931,1990,552
Southern Asia_d,5501,South America,931,1995,5387
Southern Asia_d,5501,South America,931,2000,10221
Southern Asia_d,5501,South America,931,2005,12165
Southern Asia_d,5501,South America,931,2010,14083
Southern Asia_d,5501,South America,931,2015,14919
Southern Asia_d,5501,South America,931,2020,14628
Southern Asia_d,5501,Northern America,905,1990,40818
Southern Asia_d,5501,Northern America,905,1995,39095
Southern Asia_d,5501,Northern America,905,2000,37370
Southern Asia_d,5501,Northern America,905,2005,64673
Southern Asia_d,5501,Northern America,905,2010,87178
Southern Asia_d,5501,Northern America,905,2015,86865
Southern Asia_d,5501,Northern America,905,2020,83426
Southern Asia_d,5501,Oceania,909,1990,5619
Southern Asia_d,5501,Oceania,909,1995,3454
Southern Asia_d,5501,Oceania,909,2000,1289
Southern Asia_d,5501,Oceania,909,2005,3859
Southern Asia_d,5501,Oceania,909,2010,6000
Southern Asia_d,5501,Oceania,909,2015,5658
Southern Asia_d,5501,Oceania,909,2020,5349
Southern Asia_d,5501,Melanesia,928,1990,2385
Southern Asia_d,5501,Melanesia,928,1995,1298
Southern Asia_d,5501,Melanesia,928,2000,210
Southern Asia_d,5501,Melanesia,928,2005,598
Southern Asia_d,5501,Melanesia,928,2010,895
Southern Asia_d,5501,Melanesia,928,2015,833
Southern Asia_d,5501,Melanesia,928,2020,779
Southern Asia_d,5501,Micronesia,954,1990,0
Southern Asia_d,5501,Micronesia,954,1995,0
Southern Asia_d,5501,Micronesia,954,2000,0
Southern Asia_d,5501,Micronesia,954,2005,0
Southern Asia_d,5501,Micronesia,954,2010,0
Southern Asia_d,5501,Micronesia,954,2015,0
Southern Asia_d,5501,Micronesia,954,2020,0
Southern Asia_d,5501,Polynesia,957,1990,0
Southern Asia_d,5501,Polynesia,957,1995,0
Southern Asia_d,5501,Polynesia,957,2000,0
Southern Asia_d,5501,Polynesia,957,2005,0
Southern Asia_d,5501,Polynesia,957,2010,0
Southern Asia_d,5501,Polynesia,957,2015,0
Southern Asia_d,5501,Polynesia,957,2020,0
Western Asia_d,922,Australia and New Zealand,927,1990,6062
Western Asia_d,922,Australia and New Zealand,927,1995,6801
Western Asia_d,922,Australia and New Zealand,927,2000,7414
Western Asia_d,922,Australia and New Zealand,927,2005,8380
Western Asia_d,922,Australia and New Zealand,927,2010,10188
Western Asia_d,922,Australia and New Zealand,927,2015,9643
Western Asia_d,922,Australia and New Zealand,927,2020,10968
Western Asia_d,922,Eastern Africa,910,1990,180824
Western Asia_d,922,Eastern Africa,910,1995,207948
Western Asia_d,922,Eastern Africa,910,2000,232013
Western Asia_d,922,Eastern Africa,910,2005,283128
Western Asia_d,922,Eastern Africa,910,2010,460797
Western Asia_d,922,Eastern Africa,910,2015,590948
Western Asia_d,922,Eastern Africa,910,2020,637809
Western Asia_d,922,Middle Africa,911,1990,12756
Western Asia_d,922,Middle Africa,911,1995,11742
Western Asia_d,922,Middle Africa,911,2000,9704
Western Asia_d,922,Middle Africa,911,2005,6363
Western Asia_d,922,Middle Africa,911,2010,7577
Western Asia_d,922,Middle Africa,911,2015,7977
Western Asia_d,922,Middle Africa,911,2020,10546
Western Asia_d,922,Northern Africa,912,1990,1538259
Western Asia_d,922,Northern Africa,912,1995,1692014
Western Asia_d,922,Northern Africa,912,2000,1883459
Western Asia_d,922,Northern Africa,912,2005,1967372
Western Asia_d,922,Northern Africa,912,2010,2841763
Western Asia_d,922,Northern Africa,912,2015,3448481
Western Asia_d,922,Northern Africa,912,2020,3949356
Western Asia_d,922,Southern Africa,913,1990,9870
Western Asia_d,922,Southern Africa,913,1995,11597
Western Asia_d,922,Southern Africa,913,2000,12789
Western Asia_d,922,Southern Africa,913,2005,14488
Western Asia_d,922,Southern Africa,913,2010,17065
Western Asia_d,922,Southern Africa,913,2015,16924
Western Asia_d,922,Southern Africa,913,2020,16888
Western Asia_d,922,Western Africa,914,1990,3610
Western Asia_d,922,Western Africa,914,1995,4008
Western Asia_d,922,Western Africa,914,2000,4795
Western Asia_d,922,Western Africa,914,2005,8976
Western Asia_d,922,Western Africa,914,2010,19596
Western Asia_d,922,Western Africa,914,2015,25949
Western Asia_d,922,Western Africa,914,2020,28522
Western Asia_d,922,Central Asia,5500,1990,124218
Western Asia_d,922,Central Asia,5500,1995,105962
Western Asia_d,922,Central Asia,5500,2000,97846
Western Asia_d,922,Central Asia,5500,2005,93469
Western Asia_d,922,Central Asia,5500,2010,89669
Western Asia_d,922,Central Asia,5500,2015,90728
Western Asia_d,922,Central Asia,5500,2020,95152
Western Asia_d,922,Eastern Asia,906,1990,4129
Western Asia_d,922,Eastern Asia,906,1995,13492
Western Asia_d,922,Eastern Asia,906,2000,22778
Western Asia_d,922,Eastern Asia,906,2005,19068
Western Asia_d,922,Eastern Asia,906,2010,27812
Western Asia_d,922,Eastern Asia,906,2015,25561
Western Asia_d,922,Eastern Asia,906,2020,31898
Western Asia_d,922,South-Eastern Asia,920,1990,1341746
Western Asia_d,922,South-Eastern Asia,920,1995,1476255
Western Asia_d,922,South-Eastern Asia,920,2000,1613525
Western Asia_d,922,South-Eastern Asia,920,2005,1944236
Western Asia_d,922,South-Eastern Asia,920,2010,2894751
Western Asia_d,922,South-Eastern Asia,920,2015,3597730
Western Asia_d,922,South-Eastern Asia,920,2020,4294915
Western Asia_d,922,Southern Asia,5501,1990,4537153
Western Asia_d,922,Southern Asia,5501,1995,5107281
Western Asia_d,922,Southern Asia,5501,2000,5843682
Western Asia_d,922,Southern Asia,5501,2005,7605717
Western Asia_d,922,Southern Asia,5501,2010,12515447
Western Asia_d,922,Southern Asia,5501,2015,15897556
Western Asia_d,922,Southern Asia,5501,2020,18979129
Western Asia_d,922,Western Asia,922,1990,4047886
Western Asia_d,922,Western Asia,922,1995,4697608
Western Asia_d,922,Western Asia,922,2000,5194390
Western Asia_d,922,Western Asia,922,2005,6096477
Western Asia_d,922,Western Asia,922,2010,7874073
Western Asia_d,922,Western Asia,922,2015,12158238
Western Asia_d,922,Western Asia,922,2020,13938039
Western Asia_d,922,Eastern Europe,923,1990,1497103
Western Asia_d,922,Eastern Europe,923,1995,1368211
Western Asia_d,922,Eastern Europe,923,2000,1256040
Western Asia_d,922,Eastern Europe,923,2005,1178925
Western Asia_d,922,Eastern Europe,923,2010,1123659
Western Asia_d,922,Eastern Europe,923,2015,1137669
Western Asia_d,922,Eastern Europe,923,2020,1334070
Western Asia_d,922,Northern Europe,924,1990,99047
Western Asia_d,922,Northern Europe,924,1995,108556
Western Asia_d,922,Northern Europe,924,2000,120847
Western Asia_d,922,Northern Europe,924,2005,124888
Western Asia_d,922,Northern Europe,924,2010,153325
Western Asia_d,922,Northern Europe,924,2015,157242
Western Asia_d,922,Northern Europe,924,2020,180436
Western Asia_d,922,Southern Europe,925,1990,172418
Western Asia_d,922,Southern Europe,925,1995,199053
Western Asia_d,922,Southern Europe,925,2000,225617
Western Asia_d,922,Southern Europe,925,2005,236760
Western Asia_d,922,Southern Europe,925,2010,253944
Western Asia_d,922,Southern Europe,925,2015,248815
Western Asia_d,922,Southern Europe,925,2020,332995
Western Asia_d,922,Western Europe,926,1990,295103
Western Asia_d,922,Western Europe,926,1995,350018
Western Asia_d,922,Western Europe,926,2000,408862
Western Asia_d,922,Western Europe,926,2005,429404
Western Asia_d,922,Western Europe,926,2010,462037
Western Asia_d,922,Western Europe,926,2015,465614
Western Asia_d,922,Western Europe,926,2020,602270
Western Asia_d,922,Latin America and the Caribbean,904,1990,42769
Western Asia_d,922,Latin America and the Caribbean,904,1995,50027
Western Asia_d,922,Latin America and the Caribbean,904,2000,54595
Western Asia_d,922,Latin America and the Caribbean,904,2005,59958
Western Asia_d,922,Latin America and the Caribbean,904,2010,66294
Western Asia_d,922,Latin America and the Caribbean,904,2015,68041
Western Asia_d,922,Latin America and the Caribbean,904,2020,66536
Western Asia_d,922,Caribbean,915,1990,61
Western Asia_d,922,Caribbean,915,1995,127
Western Asia_d,922,Caribbean,915,2000,206
Western Asia_d,922,Caribbean,915,2005,231
Western Asia_d,922,Caribbean,915,2010,262
Western Asia_d,922,Caribbean,915,2015,247
Western Asia_d,922,Caribbean,915,2020,300
Western Asia_d,922,Central America,916,1990,1501
Western Asia_d,922,Central America,916,1995,1883
Western Asia_d,922,Central America,916,2000,2169
Western Asia_d,922,Central America,916,2005,2487
Western Asia_d,922,Central America,916,2010,2839
Western Asia_d,922,Central America,916,2015,2903
Western Asia_d,922,Central America,916,2020,2901
Western Asia_d,922,South America,931,1990,41207
Western Asia_d,922,South America,931,1995,48017
Western Asia_d,922,South America,931,2000,52220
Western Asia_d,922,South America,931,2005,57240
Western Asia_d,922,South America,931,2010,63193
Western Asia_d,922,South America,931,2015,64891
Western Asia_d,922,South America,931,2020,63335
Western Asia_d,922,Northern America,905,1990,85329
Western Asia_d,922,Northern America,905,1995,97044
Western Asia_d,922,Northern America,905,2000,106461
Western Asia_d,922,Northern America,905,2005,116212
Western Asia_d,922,Northern America,905,2010,139198
Western Asia_d,922,Northern America,905,2015,140189
Western Asia_d,922,Northern America,905,2020,148550
Western Asia_d,922,Oceania,909,1990,6063
Western Asia_d,922,Oceania,909,1995,6803
Western Asia_d,922,Oceania,909,2000,7416
Western Asia_d,922,Oceania,909,2005,8383
Western Asia_d,922,Oceania,909,2010,10191
Western Asia_d,922,Oceania,909,2015,9645
Western Asia_d,922,Oceania,909,2020,10969
Western Asia_d,922,Melanesia,928,1990,1
